CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O	CHEMBL628
CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccc(F)cc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CS)NC(=O)[C@@H](N)[C@@H](C)O)C(C)C)C(=O)OC	CHEMBL1791382
CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CS)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccc(F)cc12)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CS)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	CHEMBL219860
CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CS)NC(=O)[C@@H](N)[C@@H](C)O)C(C)C)C(=O)OC	CHEMBL434556
CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccc(C)cc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CS)NC(=O)[C@@H](N)[C@@H](C)O)C(C)C)C(=O)OC	CHEMBL1791379
CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CS)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1cn(C)c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccc(F)cc12)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CS)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	CHEMBL427239
Nc1nc2N(CNc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	CHEMBL252929
NC(=O)c1ccc[n+](c1)C1OC(COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1O	CHEMBL213053
Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	CHEMBL384759
Nc1nc(=O)n(cc1[N+]([O-])=O)C1OC(COP(O)(=O)OP(O)(=O)O[P+](O)(O)[O-])C(O)C1O	CHEMBL609725
OC(=O)C(Cc1c[nH]c2cc(OCc3ccccc3)ccc12)(NC(=O)c1ccc(Cl)cc1)C(O)=O	CHEMBL375353
OC(=O)C(Cc1c[nH]c2cc(OCc3ccccc3)ccc12)NC(=O)c1ccc(Cl)cc1	CHEMBL223249
N[C@@H](Cn1cc(F)c(=O)n(Cc2ccccc2C(O)=O)c1=O)C(O)=O	CHEMBL223841
Cc1cn(C[C@H](N)C(O)=O)c(=O)n(Cc2ccoc2C(O)=O)c1=O	CHEMBL220509
Cc1cn(C[C@H](N)C(O)=O)c(=O)n(Cc2ccsc2C(O)=O)c1=O	CHEMBL373428
N[C@@H](Cn1cc(Br)c(=O)n(Cc2ccccc2C(O)=O)c1=O)C(O)=O	CHEMBL374553
N[C@@H](Cn1cc(Br)c(=O)n(Cc2ccsc2C(O)=O)c1=O)C(O)=O	CHEMBL221321
Cc1cn(C[C@H](N)C(O)=O)c(=O)n(Cc2ccccc2C(O)=O)c1=O	CHEMBL222521
N[C@@H](Cn1cc(c(=O)n(Cc2ccsc2C(O)=O)c1=O)C(F)(F)F)C(O)=O	CHEMBL375004
Cc1cn(C[C@H](N)C(O)=O)c(=O)n(Cc2c(Br)c(Br)sc2C(O)=O)c1=O	CHEMBL220822
Cc1cn(C[C@H](N)C(O)=O)c(=O)n(Cc2cc(sc2C(O)=O)-c2ccccc2)c1=O	CHEMBL373429
NC1C2CCC1c1cc(ccc21)C(F)(F)F	CHEMBL289520
NCC(O)c1ccc(Cl)c(Cl)c1	CHEMBL224526
NCC(O)c1cccc(c1)C(F)(F)F	CHEMBL224618
COc1cc(C=O)ccc1OCc1ccccc1COc1ccc(C=C2SC(S)=NC2=O)cc1OC	CHEMBL223867
OC(=O)c1cc(Br)ccc1-c1ccc(\C=C2\C(=O)NN(C2=O)c2ccc(Cl)c(Cl)c2)o1	CHEMBL376902
CO\N=C1/CCCC(=C1)C#Cc1cccc(C)n1	CHEMBL228196CHEMBL227853
CC(C)=CCc1cccc2c(c[nH]c12)C1C(=O)C(=O)C(c2c(C)[nH]c3ccc(NC(=O)CCCCCNC(=O)CCCCC4SCC5NC(=O)NC45)cc23)C(=O)C1=O	CHEMBL243788
CC(C)=CCc1cccc2c(c[nH]c12)C1C(=O)C(=O)C(c2c([nH]c3ccccc23)C(C)(C)C=C)C(=O)C1=O	CHEMBL245012
CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)COc1cccc2cccnc12)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1COC(=O)NC(C)(C)C	CHEMBL267658
CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)COc1ccc2ccccc2c1)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)COC(=O)NC12CC3CC(CC(C3)C1)C2	CHEMBL231224
CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)COc1ccc2ccccc2c1)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)COC(=O)NC(C)(C)C	CHEMBL388209
CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)COc1ccc2ccccc2c1)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1COC(=S)NC1CC1	CHEMBL388207
CSCC[C@H](NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H]([C@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(O)=O	CHEMBL1791396
CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)COc1ccc2ccccc2c1)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1COC(=O)NC1CCCCC1	CHEMBL230796
CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)COc1cccc2cccnc12)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)COC(=O)NC(C)(C)C	CHEMBL230799
CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)COc1ccc2ccccc2c1)C(=O)NCC(=O)N[C@@H]([C@H](C)O)C(=O)N1CCC[C@H]1COC(=O)NC(C)(C)C	CHEMBL230798
CCOC(=O)CNC(=O)OC[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)COc1ccc2ccccc2c1)C(C)C)[C@@H](C)O	CHEMBL388208
CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)COc1ccc2ccccc2c1)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1COC(=O)NC1CCCC1	CHEMBL267657
CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)COc1ccc2ccccc2c1)C(=O)NCC(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](C)COC(=O)NC1CCCC1	CHEMBL267655
C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]1CCCN1C(=O)CCCCNC(=S)Nc1ccc2C(=O)OC3(c2c1)c1ccc(O)cc1Oc1cc(O)ccc31)C(=O)N[C@@H](C)C(=O)N1CCCCC1C(=O)N1CC[C@H](O\N=C/c2ccc(O)c(c2)C(O)=O)[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(N)=O	CHEMBL413813
OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3CCCc3c2)nc2n(Cc3ccc(cc3)-c3ccccc3)cnc12	CHEMBL259181
CN[C@H](CC(C)C)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](Cc1ccc(O)cc1)C(O)=O)c1ccc(O)cc1)c1ccc(O)cc1	CHEMBL258179
CN[C@H](CC(C)C)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O)c1ccc(O)cc1)c1ccc(O)cc1	CHEMBL437023
CN(C(C)=O)c1cccc(c1)-c1nnc2ccc(nn12)-c1ccccc1	CHEMBL369180
CCOC(=O)C1C(=O)C(SC1=Nc1ccccc1)=Cc1cccc(O)c1	CHEMBL259819
Oc1cccc(c1)-c1nc2sc3CCCCc3c2c(=O)[nH]1	CHEMBL259633
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)O[C@@H]2[C@H](O)[C@@H](COP(O)(=O)O[C@@H]3[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]3n3cnc4c(N)ncnc34)O[C@H]2n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	CHEMBL404038
CNc1ncnc2n(cnc12)[C@H]1C[C@H](OP(O)(O)=O)[C@@H](COP(O)(O)=O)O1	CHEMBL129841
CC(=O)C1Nc2c(NC1(C)C)nc(N)[nH]c2=O	CHEMBL403871
CCc1sc(CCO)c(C)[n+]1Cc1ccc(C)nc1N	CHEMBL403212
CCc1c(CCO)sc[n+]1Cc1ccc(C)nc1N	CHEMBL255541
Cc1c(CCO)sc[n+]1Cc1ccc(nc1)C(=O)c1ccccc1C(O)=O	CHEMBL402065
Cc1c(CCO)sc[n+]1Cc1cncc(C)c1	CHEMBL256267
Cc1c(CCO)sc[n+]1Cc1c(C)cc(C)nc1N	CHEMBL271044
Cc1c(CCO)sc[n+]1Cc1cc(I)cnc1N	CHEMBL270384
CC(=O)Nc1ccc(C[n+]2csc(CCO)c2C)c(N)n1	CHEMBL256831
Cc1c(CCOP(O)(=O)OP(O)(O)=O)sc[n+]1Cc1ccc(C)nc1N	CHEMBL401817
Cc1c(CCO)sc[n+]1Cc1ccc(C)nc1N	CHEMBL252086
Cc1ccc(C[n+]2csc(CCO)c2)c(N)n1	CHEMBL252842CHEMBL256454
Cc1sc(CCO)c(C)[n+]1Cc1ccc(C)nc1N	CHEMBL402329CHEMBL252441
CC(O)c1sc(CCO)c(C)[n+]1Cc1ccc(C)nc1N	CHEMBL255339
Cc1sc(CCO)c[n+]1Cc1ccc(C)nc1N	CHEMBL270632
Cc1ccc(C[n+]2csc(CCO)c2CO)c(N)n1	CHEMBL402566
Cc1c(sc[n+]1Cc1ccc(C)nc1N)[C@@H](O)CO	CHEMBL255340
Cc1c(sc[n+]1Cc1ccc(C)nc1N)[C@H](O)CO	CHEMBL258077
Cc1c(CCO)sc[n+]1Cc1cccnc1N	CHEMBL403365CHEMBL252637
Cc1c(CCO)sc[n+]1Cc1ccc(N)nc1	CHEMBL255603
Cc1c(CCO)sc[n+]1Cc1cnccc1N	CHEMBL271521
Cc1c(CCO)sc[n+]1Cc1ccc(nc1)C(F)(F)F	CHEMBL257929
Cc1c(CCO)sc[n+]1Cc1ccc(Cl)nc1N	CHEMBL401948CHEMBL270613
CCc1ccc(C[n+]2csc(CCO)c2C)c(N)n1	CHEMBL256627
Cc1c(CCO)sc[n+]1Cc1ccc(nc1N)C#N	CHEMBL429246
Cc1c(CCO)sc[n+]1Cc1ccc(nc1N)C(F)(F)F	CHEMBL270168
Cc1c(CCO)sc[n+]1Cc1c(N)nc(cc1C(F)(F)F)C(F)(F)F	CHEMBL270385
Cc1c(Cc2cnc(nc2N)C(F)(F)F)csc1CCO	CHEMBL401572
Cc1c(CCO[P@](O)(=O)OP(O)(O)=O)sc(=O)n1Cc1cnc(C)nc1N	CHEMBL403021
Cc1c(CCOP(C)(=O)OP(O)(O)=O)sc[n+]1Cc1cnc(C)nc1N	CHEMBL430409
Cc1c(CCO)sc(=O)n1Cc1cnc(C)nc1N	CHEMBL256803
CC(=O)Nc1ncc(Cc2csc(CCO)c2C)c(N)n1	CHEMBL255138
Cc1c(Cc2cnc(N)nc2N)csc1CCO	CHEMBL255345
Cc1c(Cc2cnc(nc2N)-c2ccccc2)csc1CCO	CHEMBL255548
Cc1c(Cc2cnc(nc2N)C2CC2)csc1CCO	CHEMBL256177
CC(C)c1ncc(Cc2csc(CCO)c2C)c(N)n1	CHEMBL255550
CO[C@@H]1OC[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H]1OS([O-])(=O)=O	CHEMBL1627089
CO[C@@H]1O[C@H](COS([O-])(=O)=O)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H]1OS([O-])(=O)=O	CHEMBL1627091
CO[C@@H]1O[C@H](COS([O-])(=O)=O)[C@@H](O[C@H]2O[C@H](COS([O-])(=O)=O)[C@H](OC)[C@H](OC)[C@H]2OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H]1OS([O-])(=O)=O	CHEMBL1627090
COC[C@H]1O[C@H](O[C@@H]2[C@@H](COS([O-])(=O)=O)O[C@@H](OC)[C@H](OS([O-])(=O)=O)[C@H]2OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H](OC)[C@H]1OC	CHEMBL1627093
CO[C@@H]1O[C@H](COS([O-])(=O)=O)[C@@H](O[C@H]2O[C@H](COS([O-])(=O)=O)[C@H](O)[C@H](O)[C@H]2OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H]1OS([O-])(=O)=O	CHEMBL1627092
CN(N)C(=N)NCCC[C@H](N)C(O)=O	CHEMBL408756
N[C@@H](CCCNC(=N)N(N)CC(F)(F)F)C(O)=O	CHEMBL272851
CNNC(=N)NCCC[C@H](N)C(O)=O	CHEMBL272814
NNC(=N)NCCC[C@H](N)C(O)=O	CHEMBL405231
CCCN(CCc1ccc2ccccc2c1)CC(O)c1cccnc1	CHEMBL535872
CCCN(CCc1ccc(Cl)cc1)CC(O)c1ccncc1	CHEMBL558189
CCCN(CCc1ccc(Cl)c(Cl)c1)CC(O)c1cccnc1	CHEMBL537002
CCCN(CCc1cccnc1)CC(O)c1cccnc1	CHEMBL536772
CCCN(CCc1ccccc1Cl)CC(O)c1ccncc1	CHEMBL537231
CCCN(CCc1ccc(OC)c(OC)c1)CC(O)c1cccnc1	CHEMBL537003
CCCN(CCc1ccc(F)c(F)c1)CC(O)c1cccnc1	CHEMBL557376
Oc1[nH]c(=O)[nH]c1Cc1cc(I)c(Oc2ccc(O)c(Br)c2)c(I)c1	CHEMBL258886
Oc1[nH]c(=O)[nH]c1Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1	CHEMBL259096
Oc1[nH]c(=O)[nH]c1Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1	CHEMBL407819
CCc1cc(Oc2c(I)cc(Cc3[nH]c(=O)[nH]c3O)cc2I)ccc1O	CHEMBL264153
Cc1cc(Oc2c(I)cc(Cc3[nH]c(=O)[nH]c3O)cc2I)ccc1O	CHEMBL264152
COc1cc(Oc2c(I)cc(Cc3[nH]c(=O)[nH]c3O)cc2I)ccc1O	CHEMBL264410
Oc1[nH]c(=O)[nH]c1Cc1cc(I)c(Oc2ccc(O)c(c2)C2CC2)c(I)c1	CHEMBL260482
CC(C)c1cc(Oc2c(Br)cc(Cc3[nH]c(=O)[nH]c3O)cc2Br)ccc1O	CHEMBL263631
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(=O)CNC(=O)c1ccc(cc1)\N=N\c1ccc(CNC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OP(O)(O)=O)cc2)NC(C)=O)[C@H](C)O)cc1)[C@H](C)O)C(N)=O	CHEMBL405493
CCN(CC)c1ccc2nc3c(cc(=O)c4ccc(OCCCC(O)=O)cc34)oc2c1	CHEMBL260520
NC(N)=NCCNS(=O)(=O)c1cccc2cnccc12	CHEMBL143054
CCOc1ccc(\C=C2\SC(=O)N(CCN)C2=O)cc1	CHEMBL262615
CC(C)Cn1c2nn(Cc3cccc4ccccc34)c(-c3ccncc3)c2c(=O)n(C)c1=O	CHEMBL401874
Cn1cc(cc1-c1n(Cc2ccnc3ccc(Cl)cc23)nc2n(CC3CC3)c(=O)n(C)c(=O)c12)C#N	CHEMBL257600
CC1(C)O[C@H]2[C@@H]3OC4(CCCC4)O[C@@H]3CO[C@@]2(COS(N)(=O)=O)O1	CHEMBL26780
CC1(C)O[C@H]2[C@@H]3OC4(CCCCC4)O[C@@H]3CO[C@@]2(COS(N)(=O)=O)O1	CHEMBL410329
CC1(C)O[C@H]2[C@@H]3OC4(CCCCC4)O[C@@H]3CO[C@@]2(CNS(N)(=O)=O)O1	CHEMBL264966
CC1(C)O[C@H]2[C@@H]3OCO[C@@H]3CO[C@@]2(COS(N)(=O)=O)O1	CHEMBL26590
C[C@@H]1O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1	CHEMBL26303
C[C@@H]1O[C@@H]2CO[C@@]3(CNS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1	CHEMBL412256
CC1(C)O[C@H]2[C@@H]3OC4(CCCC4)O[C@@H]3CO[C@@]2(CNS(N)(=O)=O)O1	CHEMBL410328
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O	CHEMBL428139
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(C)cc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCNC(N)=N)C(N)=O	CHEMBL437469
ONC(=O)CCCCCCNC(=O)c1ccc(NCc2cn(CCCNC(=S)Nc3ccc(c(c3)C(O)=O)-c3c4ccccc4oc4cc(=O)ccc34)nn2)cc1	CHEMBL255686
O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1	CHEMBL200715
Oc1cccc(O)c1	CHEMBL24147
CN(C)C(=O)Cc1nn(-c2ccccc2)c(=O)c2n(C)c3cc(Cl)ccc3c12	CHEMBL517539
CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccccc12)-c1ccc(F)cc1	CHEMBL63154
CC(C)OP(F)(=O)OC(C)C	CHEMBL1025
CNCCC(Oc1ccccc1OC)c1ccccc1	CHEMBL295467
C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(C)=O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CHEMBL507814
C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(=O)C(F)(F)F)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CHEMBL500768
CCCC(=O)NCCCC[C@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CHEMBL506659
C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(=O)CO)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CHEMBL446124
C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(=O)C(F)F)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CHEMBL525769
CCC(=O)NCCCC[C@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CHEMBL450495
C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(C)=S)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CHEMBL501380
C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(N)=O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CHEMBL500219
C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(=O)CF)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CHEMBL525757
CN1[C@@H]2CC[C@@H]1[C@H](C2)c1cncc(c1)-c1cccc(F)n1	CHEMBL478447
COC(=O)Cn1cc(C[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)nn1	CHEMBL502002
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]2CO)S(=O)(=O)c2ccc3ccccc3c2)[C@H](O)[C@@H](O)[C@H]1O	CHEMBL203050
OC[C@H]1O[C@@H](S[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](NC(=O)c3ccc(cc3)[N+]([O-])=O)[C@@H]2O)[C@H](O)[C@@H](NC(=O)c2ccc(cc2)[N+]([O-])=O)[C@H]1O	CHEMBL502635
CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=O)c3cc4ccccc4cc3C(O)=O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O	CHEMBL502911
COc1ccc(C2=N[C@H]([C@H](N2C(=O)N2CCNC(=O)C2)c2ccc(Cl)cc2)c2ccc(Cl)cc2)c(OC(C)C)c1	CHEMBL191334
Oc1ccc(C(=O)\C=C\c2ccc(O)c(O)c2)c(O)c1	CHEMBL128000
OS(=O)(=O)Oc1cccc2cccc(Nc3ccccc3)c12	CHEMBL471741
CCCCCCCC\C=C/CCCCCCCC(O)=O	CHEMBL8659
CN1c2ccc(cc2C(=NCC1=O)c1ccccc1F)[N+]([O-])=O	CHEMBL13280
Cn1c2c(ncn2c2ccc(cc2c1=O)C#C[Si](C)(C)C)C(=O)OC(C)(C)C	CHEMBL461717
CCOC(=O)c1ncn2c1n(C)c(=O)c1cc(ccc21)C#C[Si](C)(C)C	CHEMBL461716
CCOC(=O)c1ncn-2c1C1CCCN1C(=O)c1cc(ccc-21)C#C[Si](C)(C)C	CHEMBL518197
CCOC(=O)c1ncn-2c1[C@@H]1CCN1C(=O)c1cc(ccc-21)C#C[Si](C)(C)C	CHEMBL130416
CCOC(=O)c1ncn2c1n(C)c(=O)c1cc(ccc21)N=[N+]=[N-]	CHEMBL510658
